City,level,Total,car,airplane,Emission,ocean,oil,river
Taizhou City (Zhejiang),4,25.70797592,25.69038436,0.017591559,25.5468072,3.429202252,17.53458649,4.583018459
Taiyuan City,4,32.16683719,32.04764478,0.119192413,31.93740356,2.967312965,23.51789481,5.452195788
Tai'an City,4,11.03913898,11.03913898,0,10.96602926,1.057036512,7.960448901,1.948543847
Taizhou City (Jiangsu),4,9.826745232,9.826745232,0,9.760245481,0.94842832,7.064987822,1.746829339
Tangshan City,4,45.3447569,45.33919084,0.005566058,45.02043931,5.281848588,32.62075605,7.117834669
Tianjin,4,59.22342019,58.99816849,0.225251698,57.56500449,5.975357513,43.51715016,8.072496819
Tianshui City,4,11.43028386,11.4008849,0.029398951,11.36076478,1.101552298,8.224237466,2.034975018
Tieling City,4,12.05247176,12.05247176,0,11.98068244,1.154055486,8.707445555,2.119181401
Tonghua City,4,4.3165536,4.314146907,0.002406693,4.289152501,0.417478074,3.103735092,0.767939335
Tongliao City,4,40.14071681,40.07438577,0.066331038,39.88297562,3.656671547,29.51071732,6.715586751
Tongchuan City,4,2.354839318,2.354839318,0,2.338829104,0.215553201,1.726475142,0.396800761
Tongling City,4,5.494105206,5.494105206,0,5.458700861,0.552138175,3.888323087,1.018239599
Tongren City,4,9.021961823,8.992082725,0.029879098,8.965174391,0.945444372,6.278291129,1.74143889
Turpan City,4,5.418188463,5.365358286,0.052830177,5.383984995,0.502750926,3.953074977,0.928159092
Weihai City,4,21.27471334,21.19143398,0.083279363,21.11033051,2.374224154,15.52089235,3.215214003
Weifang City,4,31.52644298,31.52346437,0.002978611,31.33223826,3.674102886,22.73072084,4.927414531
Weinan City,4,20.54785581,20.54785581,0,20.42017255,1.889107379,15.04378117,3.487284004
Wenzhou City,4,25.87903599,25.77040297,0.10863302,25.70522834,3.445878407,17.67795228,4.58139765
Wuhai City,4,6.111009214,6.104235797,0.006773417,6.071476814,0.586647541,4.401497343,1.08333193
Ulanqab City,4,3.795356193,3.786569878,0.008786315,3.772280096,0.352152796,2.774428097,0.645699203
¨¹r¨¹mqi City,4,56.65343139,56.11381921,0.539612174,56.23499863,5.214703938,41.37967253,9.640622164
Wuxi City,4,25.78048138,25.71762561,0.062855765,25.07686417,2.350354325,18.40091666,4.325593183
Wuhu City,4,10.15823677,10.15823677,0,10.0903599,1.021040469,7.18619991,1.883119518
Wuzhong City,4,13.56895859,13.56895859,0,13.47811597,1.233902342,9.955077663,2.289135963
Wuzhou City,4,14.64484868,14.51828163,0.126567046,14.54090397,1.548454998,10.13246572,2.859983247
Wuhan City,4,60.41231676,60.28011943,0.132197334,58.71456607,5.508007566,43.04431651,10.16224199
Wuwei City,4,7.413938709,7.413938709,0,7.365331032,0.681518621,5.424181311,1.2596311
Xi'an City,4,74.69758674,74.00338513,0.694201608,72.68522989,6.535200335,54.09081811,12.05921144
Xining City,4,35.60896775,35.34925792,0.259709825,35.34274017,3.447250548,25.54482021,6.350669413
Xishuangbanna Dai Autonomous Prefecture,4,6.028833113,5.644561449,0.384271664,5.985546794,0.633059254,4.186093057,1.166394483
Xianning City,4,3.006657723,3.006657723,0,2.988495031,0.301465662,2.131597498,0.555431871
Xianyang City,4,12.98819057,12.98819057,0,12.89965613,1.188467398,9.515474473,2.195714263
Xiangtan City,4,5.020845764,5.020845764,0,4.994440892,0.530100186,3.489711917,0.974628789
Xiangyang City,4,9.229151849,9.169899482,0.059252367,9.163287771,0.892655676,6.629431678,1.641200417
Xiaogan City,4,9.242994669,9.242994669,0,9.182853606,0.887008801,6.663781625,1.63206318
Xinzhou City,4,8.475709001,8.450832054,0.024876947,8.431146597,0.781066046,6.209480047,1.440600504
Xinxiang City,4,13.28724592,13.28724592,0,13.20807072,1.227187659,9.721145705,2.259737357
Xinyu City,4,12.72961017,12.72961017,0,12.64665115,1.397689069,8.664553044,2.584409034
Xinyang City,4,12.0335095,12.02189594,0.011613557,11.95796261,1.161971426,8.661387477,2.134603709
Xingtai City,4,27.64360186,27.64360186,0,27.46947679,2.558773113,20.2074121,4.703291576
Xuzhou City,4,15.31502295,15.25336651,0.061656441,15.20694655,1.555373181,10.80051507,2.851058298
Xuchang City,4,6.714068093,6.714068093,0,6.668555878,0.678878669,4.738520331,1.251156878
Xuancheng City,4,14.24154089,14.24154089,0,14.15900881,1.496160195,9.916849866,2.745998747
Ya'an City,4,8.520821546,8.520821546,0,8.463196793,0.899390427,5.904689006,1.65911736
Yantai City,4,20.8017897,20.7184281,0.0833616,20.67574446,2.321643173,15.22775981,3.126341481
Yan'an City,4,8.699522788,8.685062248,0.01446054,8.643215628,0.802032549,6.367112318,1.474070761
Yancheng City,4,14.16781966,14.14393097,0.023888689,14.06895625,1.642864853,10.22183997,2.204251429
Yangzhou City,4,11.36225195,11.19482969,0.167422266,11.28558606,1.044879858,8.318593846,1.922112352
Yangjiang City,4,12.39243841,12.39243841,0,12.31752957,1.647824107,8.469309415,2.200396048
Yangquan City,4,8.415955164,8.415955164,0,8.360239564,0.813119434,6.044917337,1.502202793
Yichun City (Heilongjiang),4,1.833535941,1.822492013,0.011043928,1.822954452,0.187263089,1.290920586,0.344770777
Yibin City,4,15.58163662,15.53834024,0.04329638,15.47912935,1.567536816,11.02173844,2.889854089
Yichang City,4,19.7758626,19.71358435,0.062278254,19.64751109,2.019793483,13.91631014,3.711407466
Yichun City (Jiangxi),4,31.70504682,31.69198284,0.013063983,31.50594565,3.475948997,21.64374025,6.386256398
Yiyang City,4,10.82297749,10.82297749,0,10.76228057,1.135031776,7.536873084,2.09037571
Yinchuan City,4,31.76586704,31.45471595,0.311151087,31.52206283,2.945831051,23.1626768,5.413554978
Yingtan City,4,4.447519301,4.447519301,0,4.416911065,0.487970991,3.029013624,0.89992645
Yingkou City,4,5.931892531,5.929670621,0.00222191,5.901374332,0.696162319,4.271086636,0.934125377
Yongzhou City,4,9.546434124,9.545143526,0.001290598,9.48337335,1.050512386,6.499801214,1.93305975
Yulin City (Shaanxi),4,15.20042126,15.09206172,0.108359545,15.10180824,1.400097992,11.13057147,2.571138779
Yulin City (Guangxi),4,16.03659787,16.03659787,0,15.93563918,1.692897651,11.12224567,3.120495862
Yuxi City,4,9.671830727,9.671830727,0,9.607834628,0.930860356,6.967845093,1.709129179
Yueyang City,4,9.576561259,9.56600701,0.010554249,9.506440675,0.96648737,6.765131639,1.774821666
Yunfu City,4,5.239829503,5.239829503,0,5.207144957,0.547286429,3.650944808,1.00891372
Yuncheng City,4,9.421066863,9.380806104,0.040260758,9.359118918,0.86940673,6.888113092,1.601599096
Zaozhuang City,4,20.14349645,20.14349645,0,20.01601694,1.950960814,14.46437409,3.600682033
Zhanjiang City,4,10.24151499,10.19835609,0.043158906,10.18001063,1.258114738,7.222623816,1.699272076
Zhangjiajie City,4,4.324849728,4.285205394,0.039644333,4.296894784,0.457486978,2.996361489,0.843046317
Zhangjiakou City,4,21.94658505,21.94198075,0.004604297,21.79696162,2.018072696,16.04997505,3.728913869
Zhangye City,4,14.07570517,14.06487678,0.010828386,13.99816821,1.298206066,10.30022185,2.399740294
Zhangzhou City,4,3.288974566,3.288974566,0,3.266376728,0.437067438,2.24545477,0.58385452
Changchun City,4,25.19131417,25.05711226,0.134201906,25.03821238,2.528291215,17.82958643,4.680334733
Changsha City,4,32.1848542,31.84562096,0.339233241,31.29598535,3.082155362,22.55802915,5.655800838
Changzhi City,4,16.78300508,16.76174762,0.021257469,16.67932974,1.53996663,12.29712553,2.842237582
Zhaotong City,4,11.85660258,11.84442473,0.012177859,11.78193897,1.194099755,8.380936863,2.206902353
Zhaoqing City,4,7.976227969,7.976227969,0,7.925918745,0.839523237,5.547550213,1.538845295
Zhenjiang City,4,8.744109778,8.744109778,0,8.691412654,0.842306703,6.301675586,1.547430365
Zhengzhou City,4,40.49620304,40.25957426,0.236628774,39.39721467,3.520861721,29.40332811,6.473024843
Zhongshan City,4,46.92172822,46.92172822,0,46.58111771,5.998039214,32.55923678,8.023841715
Zhongwei City,4,5.367318523,5.057159859,0.310158663,5.328784765,0.510861872,3.873378559,0.944544334
Chongqing,4,84.14708195,83.60343108,0.543650875,66.00283204,6.923970539,46.32250645,12.75635505
Zhoushan City,4,7.714654035,7.691349615,0.02330442,7.661287418,0.990201032,5.350808736,1.32027765
Zhoukou City,4,13.93658365,13.93658365,0,13.83604511,1.33611374,10.02524429,2.47468708
Zhuhai City,4,19.78597482,19.71979965,0.066175168,19.66785265,2.523584619,13.76812849,3.376139545
Zhuzhou City,4,11.52539821,11.52539821,0,11.4588553,1.258388765,7.886432519,2.314034019
Zhumadian City,4,10.97488525,10.97488525,0,10.90994767,1.006474741,8.042458879,1.861014049
Ziyang City,4,11.33949193,11.33949193,0,11.27140497,1.129546504,8.05587969,2.085978774
Zibo City,4,26.61391962,26.61391962,0,26.43305163,2.551102983,19.17770091,4.704247737
Zigong City,4,8.920183431,8.920183431,0,8.869319127,0.902228375,6.305353618,1.661737134
Zunyi City,4,35.6556063,35.60334133,0.052264968,35.41595665,3.606204116,25.17900777,6.630744768
Altay Prefecture,5,13.04987582,12.1671975,0.882678324,12.94496954,1.308045858,9.227667752,2.409255932
Ankang City,5,11.63935477,9.995029057,1.644325712,11.53588074,1.271307775,7.919901629,2.344671332
Anqing City,5,18.7759808,18.73362229,0.042358513,18.65535687,1.89003972,13.29060321,3.474713942
Anshun City,5,19.75427266,19.65117562,0.103097039,19.64319363,2.082470525,13.7321247,3.8285984
Anyang City,5,26.10749531,26.10749531,0,25.94109419,2.383076654,19.16018779,4.397829747
Anshan City,5,32.35785019,32.34639483,0.011455352,32.14031834,3.124485684,23.27022036,5.745612297
Bayannur City,5,21.40318323,21.38665363,0.016529603,21.26704124,1.979065639,15.64347652,3.644499076
Bazhong City,5,37.80424289,37.77382627,0.03041662,37.56680315,3.981050342,26.2528199,7.332932909
Baicheng City,5,9.1571637,9.147766002,0.009397698,9.095446313,0.836223465,6.712661587,1.546561261
Baishan City,5,6.66383364,6.650840805,0.012992836,6.629670503,0.671493335,4.719701469,1.238475699
Baiyin City,5,9.156771025,9.156771025,0,9.09802242,0.845126653,6.690815425,1.562080342
Baise City,5,33.30288712,33.28586654,0.017020572,33.11268722,3.365040842,23.56026137,6.187385011
Bengbu City,5,12.83254363,12.83254363,0,12.75810899,1.242644111,9.227214385,2.288250491
Baotou City,5,35.22019618,35.1673387,0.052857478,35.00820759,3.226566323,25.84141249,5.940228777
Baoji City,5,18.92421422,18.92421422,0,18.80004633,1.822768801,13.62120052,3.356077007
Baoding City,5,103.1047737,103.1047737,0,102.4097205,9.417147904,75.66338343,17.32918916
Baoshan City,5,16.25557138,15.73446091,0.521110472,16.14492014,1.678688058,11.37887458,3.087357503
Beihai City,5,18.32075947,18.18313147,0.137627998,18.20077104,2.237122099,12.97267315,2.990975793
Beijing,5,175.1022001,170.0668882,5.035311947,137.1560476,13.83933311,97.94153958,25.37517492
Benxi City,5,10.96453438,10.96453438,0,10.90471881,1.106671043,7.760756533,2.037291238
Bijie City,5,40.98901184,40.84682765,0.142184191,40.75935592,4.157616401,28.94571009,7.656029425
Binzhou City,5,24.96547494,24.96547494,0,24.79473209,2.908825018,17.99199015,3.893916924
Bozhou City,5,17.12885682,17.12885682,0,17.01772691,1.645142899,12.33812203,3.034461976
Cangzhou City,5,32.31838091,32.31838091,0,32.08940163,3.599631629,23.64136744,4.848402557
Chamdo City,5,24.08083522,23.92833943,0.152495793,23.90735411,2.425823532,17.01479225,4.466738323
Changde City,5,22.5880278,22.15675369,0.431274111,22.42162318,2.185507449,16.21373213,4.022383605
Changzhou City,5,31.50909463,31.28024643,0.228848198,31.28228297,2.895504273,23.03976243,5.347016266
Chaohu City,5,6.931785656,6.931785656,0,6.884939758,0.66865087,4.985507966,1.230780922
Chaoyang City,5,20.14575396,19.43761333,0.708140634,19.99644295,2.080418126,14.0921315,3.823893328
Chaozhou City,5,10.88563131,10.88563131,0,10.81192424,1.210268364,7.97496193,1.626693942
Chenzhou City,5,16.3263377,16.3263377,0,16.21562444,1.56978705,11.7566613,2.889176094
Chengdu City,5,152.1580732,151.1916364,0.966436779,147.971004,14.52937269,106.7133718,26.72825949
Chengde City,5,36.04603632,36.03346575,0.012570572,35.8043331,3.319163186,26.37190206,6.113267856
Chizhou City,5,5.840146189,5.825565671,0.014580517,5.800020043,0.587127107,4.131679709,1.081213227
Chifeng City,5,121.8502494,121.7726548,0.077594547,121.0634912,11.21171884,89.27673857,20.57503381
Chongzuo City,5,15.27739209,15.27739209,0,15.18113882,1.461224699,11.02745508,2.692459044
Chuzhou City,5,17.62931196,17.62931196,0,17.52040024,1.696608998,12.71843876,3.10535248
Chuxiong Yi Autonomous Prefecture,5,13.12413162,13.12413162,0,13.0451095,1.26312471,9.45691306,2.325071733
Dazhou City,5,22.37633105,22.34974448,0.026586564,22.2410081,2.267439571,15.80239287,4.171175659
Dali Bai Autonomous Prefecture,5,34.72742039,34.57053417,0.156886221,34.51356295,3.369170865,24.92880266,6.215589421
Dalian City,5,77.25052638,76.70953941,0.540986972,76.70801049,9.054448738,55.50361138,12.14995037
Daqing City,5,39.16296711,39.12284632,0.040120795,38.94736784,3.771385771,28.22609679,6.949885283
Datong City,5,43.86301042,43.65862826,0.204382166,43.59366381,4.040033399,32.10231263,7.451317776
Dandong City,5,21.81107679,21.80363731,0.007439479,21.66728993,2.65407029,15.44623191,3.566987726
Deyang City,5,21.80148442,21.80148442,0,21.66906869,2.198278166,15.433293,4.037497521
Dezhou City,5,44.54807309,44.54807309,0,44.26344371,4.117498712,32.54533108,7.600613922
Diqing Tibetan Autonomous Prefecture,5,5.938974811,5.748402575,0.190572236,5.898741257,0.612329719,4.157380725,1.129030813
Dingxi City,5,34.0778341,34.0778341,0,33.85970379,3.28174656,24.50661782,6.071339407
Dongguan City,5,152.0091882,152.0091882,0,151.0503612,19.39845168,105.6476656,26.00424391
Dongying City,5,26.19122164,25.85731827,0.333903377,25.99880223,2.909541654,19.18885387,3.900406706
Ordos City,5,34.87983265,34.69744947,0.182383176,34.63629413,3.206939499,25.49900824,5.930346388
Ezhou City,5,4.336096921,4.336096921,0,4.309186664,0.438154456,3.062797003,0.808235205
Enshi Tujia and Miao Autonomous Prefecture,5,23.08247245,23.03692229,0.045550159,22.94454691,2.435134897,16.03329837,4.476113638
Fangchenggang City,5,13.42184208,13.42184208,0,13.33093942,1.787766137,9.149332318,2.393840966
Foshan City,5,102.3789598,102.3567779,0.022181918,99.58495275,9.712449769,71.94422483,17.92827815
Fuzhou City (Fujian),5,26.31336117,25.98711278,0.326248393,25.57744817,2.906045101,18.74034731,3.931055754
Fushun City,5,17.53763678,17.53763678,0,17.42484431,1.688712532,12.616017,3.120114775
Fuzhou City (Jiangxi),5,14.31694434,14.31694434,0,14.22986119,1.572225233,9.759240777,2.898395175
Fuxin City,5,14.10929264,14.10929264,0,14.02503916,1.29988395,10.33090731,2.394247896
Fuyang City,5,31.85241871,31.7900398,0.062378909,31.66056301,3.088947871,22.88340563,5.68820951
Ganzhou City,5,35.28343613,35.2256981,0.057738037,35.0503907,3.857457014,24.07935417,7.113579513
Guyuan City,5,12.19254114,12.03556741,0.156973725,12.11915696,1.132273813,8.896645062,2.090238083
Guang'an City,5,12.78509088,12.78509088,0,12.71248773,1.288268992,9.047058853,2.377159882
Guangyuan City,5,26.54814369,26.00939592,0.53874777,26.37662528,2.714809402,18.6569921,5.004823782
Guangzhou City,5,89.72492976,87.95530956,1.769620196,70.36533126,9.590567306,47.90116091,12.87360304
Guigang City,5,19.80664474,19.80664474,0,19.68833592,2.08014556,13.77426337,3.833926985
Guiyang City,5,51.22165004,49.73735687,1.484293165,50.85839404,5.235133267,35.98383439,9.63942638
Guilin City,5,46.05109208,45.85013855,0.200953532,45.78384618,5.062320479,31.41916852,9.302357179
Harbin City,5,65.22550261,64.6414932,0.584009417,64.70889238,6.567996585,45.99525109,12.1456447
Hami City,5,21.80574824,21.74629655,0.059451688,21.65684661,2.008789598,15.94387714,3.704179871
Haidong City,5,12.18208893,12.18208893,0,12.10028908,1.17149911,8.763302493,2.165487472
Haikou City,5,22.91639031,22.29311057,0.623279749,22.76818844,2.730902392,16.39048437,3.646801674
Handan City,5,63.85446717,63.68526636,0.169200809,63.42372358,5.880372095,46.68102319,10.86232829
Hanzhong City,5,17.93823923,17.7243249,0.213914331,17.81559039,1.902717227,12.40590928,3.50696388
Hangzhou City,5,73.43207627,72.45612756,0.975948703,71.37945298,7.058599933,51.27357361,13.04727944
Hefei City,5,80.13972083,79.76266976,0.377051066,77.91942123,6.95136049,58.12576896,12.84229178
Hechi City,5,30.25238008,30.24935126,0.003028818,30.05529209,3.190942445,20.99943065,5.864918994
Heyuan City,5,9.602933516,9.602933516,0,9.547438719,1.05033883,6.556791556,1.940308333
Heze City,5,39.10756054,39.10756054,0,38.85059243,3.772707112,28.10583878,6.972046539
Hezhou City,5,13.03873482,13.03873482,0,12.96109671,1.432608325,8.90065969,2.627828698
Hebi City,5,11.89254435,11.89254435,0,11.81757906,1.092034005,8.711555669,2.013989381
Hegang City,5,7.082715771,7.082715771,0,7.037604003,0.68254426,5.0965941,1.258465643
Heihe City,5,16.53972242,16.48852112,0.051201303,16.43557786,1.666033958,11.70429358,3.065250326
Hengshui City,5,51.50064189,51.50064189,0,51.17722745,4.702891789,37.78306967,8.691265994
Hengyang City,5,26.90325666,26.86280703,0.040449626,26.71429888,2.717059151,19.01385042,4.983389307
Honghe Hani and Yi Autonomous Prefecture,5,26.36334236,26.36334236,0,26.20984481,2.647977807,18.68802789,4.873839117
Hohhot City,5,52.12369282,51.7330011,0.390691717,51.81743497,4.829791964,38.09385491,8.893788096
Hulunbuir City,5,30.57670573,29.94128882,0.635416915,30.37448726,3.000075897,21.85630506,5.518106299
Huludao City,5,15.86475334,15.86475334,0,15.77033073,1.852247255,11.42689967,2.491183808
Huzhou City,5,21.96339439,21.96339439,0,21.81703335,2.296373002,15.2982633,4.222397046
Huaihua City,5,23.50040829,23.36943255,0.130975744,23.33678765,2.39710508,16.53730656,4.40237601
Huai'an City,5,16.38169627,16.27675485,0.104941415,16.28210194,1.578981689,11.78857736,2.914542893
Huaibei City,5,21.03413901,21.03413901,0,20.89798764,2.015843669,15.15242395,3.72972002
Huainan City,5,15.06425562,15.06425562,0,14.96949852,1.452433469,10.84749441,2.669570642
Huanggang City,5,17.93559969,17.93559969,0,17.8195928,1.794368406,12.71083021,3.31439418
Huangshan City,5,17.4262971,17.35109216,0.075204939,17.33019721,1.82774463,12.13852906,3.363923519
Huangshi City,5,12.10439651,12.10439651,0,12.02819007,1.21367893,8.564832675,2.249678464
Huizhou City,5,62.0495907,61.97784499,0.071745712,61.58913667,8.277249662,42.29834052,11.01354649
Jixi City,5,17.65323193,17.62780006,0.02543187,17.53559237,1.773811883,12.49314232,3.268638168
